date,year,month,day,hour,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,pm2.5
2026-02-08 11:00:00,2026,2,8,11,-8,0.0,1028.0,NW,3.13,0,0,38.0
2026-02-08 12:00:00,2026,2,8,12,-13,1.0,1027.0,NW,7.15,0,0,20.0
2026-02-08 13:00:00,2026,2,8,13,-14,0.0,1027.0,NE,4.02,0,0,14.0
2026-02-08 14:00:00,2026,2,8,14,-14,2.0,1027.0,NW,4.92,0,0,10.0
2026-02-08 15:00:00,2026,2,8,15,-16,1.0,1027.0,NE,3.13,0,0,6.0
2026-02-08 16:00:00,2026,2,8,16,-16,2.0,1027.0,NW,7.15,0,0,9.0
2026-02-08 17:00:00,2026,2,8,17,-17,0.0,1028.0,NW,15.2,0,0,7.0
2026-02-08 18:00:00,2026,2,8,18,-17,-3.0,1030.0,NW,21.01,0,0,10.0
2026-02-08 19:00:00,2026,2,8,19,-19,-3.0,1031.0,NW,29.06,0,0,8.0
2026-02-08 20:00:00,2026,2,8,20,-19,-5.0,1033.0,NW,34.87,0,0,7.0
2026-02-08 21:00:00,2026,2,8,21,-20,-6.0,1034.0,NW,40.68,0,0,14.0
2026-02-08 22:00:00,2026,2,8,22,-21,-7.0,1035.0,NW,46.49,0,0,10.0
2026-02-08 23:00:00,2026,2,8,23,-21,-8.0,1036.0,NW,50.51,0,0,6.0
2026-02-09 00:00:00,2026,2,9,0,-21,-7.0,1036.0,NW,55.43,0,0,9.0
2026-02-09 01:00:00,2026,2,9,1,-22,-8.0,1037.0,NW,61.24,0,0,13.0
2026-02-09 02:00:00,2026,2,9,2,-22,-8.0,1037.0,NW,66.16,0,0,9.0
2026-02-09 03:00:00,2026,2,9,3,-22,-9.0,1037.0,NW,71.08,0,0,10.0
2026-02-09 04:00:00,2026,2,9,4,-23,-11.0,1037.0,NW,74.21,0,0,9.0
2026-02-09 05:00:00,2026,2,9,5,-22,-12.0,1037.0,NW,77.34,0,0,10.0
2026-02-09 06:00:00,2026,2,9,6,-22,-10.0,1037.0,NW,82.26,0,0,10.0
2026-02-09 07:00:00,2026,2,9,7,-22,-9.0,1038.0,NW,88.07,0,0,11.0
2026-02-09 08:00:00,2026,2,9,8,-21,-10.0,1038.0,NW,91.2,0,0,12.0
2026-02-09 09:00:00,2026,2,9,9,-21,-7.0,1039.0,NW,95.22,0,0,16.0
2026-02-09 10:00:00,2026,2,9,10,-22,-5.0,1038.0,NW,100.14,0,0,12.0
2026-02-09 11:00:00,2026,2,9,11,-22,-4.0,1038.0,NW,105.06,0,0,17.0
2026-02-09 12:00:00,2026,2,9,12,-22,-3.0,1037.0,NW,109.08,0,0,14.0
2026-02-09 13:00:00,2026,2,9,13,-22,-3.0,1036.0,NW,113.1,0,0,14.0
2026-02-09 14:00:00,2026,2,9,14,-21,-1.0,1035.0,NW,116.23,0,0,12.0
2026-02-09 15:00:00,2026,2,9,15,-22,-1.0,1034.0,NW,119.36,0,0,14.0
2026-02-09 16:00:00,2026,2,9,16,-22,-1.0,1034.0,cv,0.89,0,0,10.0
2026-02-09 17:00:00,2026,2,9,17,-22,-1.0,1034.0,NW,3.13,0,0,11.0
2026-02-09 18:00:00,2026,2,9,18,-21,-2.0,1035.0,NW,7.15,0,0,11.0
2026-02-09 19:00:00,2026,2,9,19,-20,-3.0,1035.0,NW,12.07,0,0,14.0
2026-02-09 20:00:00,2026,2,9,20,-20,-4.0,1036.0,NW,16.09,0,0,15.0
2026-02-09 21:00:00,2026,2,9,21,-19,-5.0,1036.0,NW,21.01,0,0,26.0
2026-02-09 22:00:00,2026,2,9,22,-19,-8.0,1037.0,NW,22.8,0,0,24.0
2026-02-09 23:00:00,2026,2,9,23,-21,-9.0,1037.0,NW,26.82,0,0,18.0
2026-02-10 00:00:00,2026,2,10,0,-19,-9.0,1038.0,NW,29.95,0,0,11.0
2026-02-10 01:00:00,2026,2,10,1,-21,-9.0,1038.0,NW,33.08,0,0,12.0
2026-02-10 02:00:00,2026,2,10,2,-20,-9.0,1038.0,NW,36.21,0,0,9.0
2026-02-10 03:00:00,2026,2,10,3,-21,-12.0,1037.0,NW,39.34,0,0,9.0
2026-02-10 04:00:00,2026,2,10,4,-21,-11.0,1037.0,NW,42.47,0,0,13.0
2026-02-10 05:00:00,2026,2,10,5,-21,-12.0,1037.0,NW,45.6,0,0,9.0
2026-02-10 06:00:00,2026,2,10,6,-21,-10.0,1037.0,NE,1.79,0,0,8.0
2026-02-10 07:00:00,2026,2,10,7,-21,-12.0,1037.0,NW,1.79,0,0,7.0
2026-02-10 08:00:00,2026,2,10,8,-18,-9.0,1038.0,NW,4.92,0,0,13.0
2026-02-10 09:00:00,2026,2,10,9,-20,-6.0,1038.0,NE,4.92,0,0,13.0
2026-02-10 10:00:00,2026,2,10,10,-21,-5.0,1038.0,NE,8.94,0,0,22.0
2026-02-10 11:00:00,2026,2,10,11,-22,-3.0,1037.0,NW,3.13,0,0,10.0
2026-02-10 12:00:00,2026,2,10,12,-23,-3.0,1036.0,NW,4.92,0,0,18.0
2026-02-10 13:00:00,2026,2,10,13,-22,-3.0,1034.0,SE,1.79,0,0,20.0
2026-02-10 14:00:00,2026,2,10,14,-21,-2.0,1033.0,SE,3.58,0,0,20.0
2026-02-10 15:00:00,2026,2,10,15,-21,-1.0,1032.0,SE,5.37,0,0,26.0
2026-02-10 16:00:00,2026,2,10,16,-21,-1.0,1032.0,SE,8.5,0,0,24.0
2026-02-10 17:00:00,2026,2,10,17,-19,-3.0,1032.0,SE,12.52,0,0,25.0
2026-02-10 18:00:00,2026,2,10,18,-19,-3.0,1032.0,SE,16.54,0,0,34.0
2026-02-10 19:00:00,2026,2,10,19,-18,-4.0,1032.0,SE,19.67,0,0,42.0
2026-02-10 20:00:00,2026,2,10,20,-18,-4.0,1032.0,SE,21.46,0,0,47.0
2026-02-10 21:00:00,2026,2,10,21,-16,-6.0,1032.0,cv,0.89,0,0,53.0
2026-02-10 22:00:00,2026,2,10,22,-16,-7.0,1032.0,cv,1.78,0,0,64.0
2026-02-10 23:00:00,2026,2,10,23,-15,-8.0,1032.0,SE,0.89,0,0,65.0
2026-02-11 00:00:00,2026,2,11,0,-16,-10.0,1031.0,cv,0.89,0,0,66.0
2026-02-11 01:00:00,2026,2,11,1,-16,-10.0,1031.0,SE,1.79,0,0,76.0
2026-02-11 02:00:00,2026,2,11,2,-15,-10.0,1030.0,NE,0.89,0,0,83.0
2026-02-11 03:00:00,2026,2,11,3,-16,-12.0,1030.0,cv,0.45,0,0,120.0
2026-02-11 04:00:00,2026,2,11,4,-17,-12.0,1029.0,cv,0.9,0,0,121.0
2026-02-11 05:00:00,2026,2,11,5,-16,-12.0,1029.0,NW,1.79,0,0,111.0
2026-02-11 06:00:00,2026,2,11,6,-17,-12.0,1029.0,NW,3.58,0,0,112.0
2026-02-11 07:00:00,2026,2,11,7,-18,-12.0,1029.0,NW,5.37,0,0,100.0
2026-02-11 08:00:00,2026,2,11,8,-17,-11.0,1030.0,NW,7.16,0,0,84.0
2026-02-11 09:00:00,2026,2,11,9,-15,-8.0,1030.0,NW,8.95,0,0,66.0
2026-02-11 10:00:00,2026,2,11,10,-15,-5.0,1030.0,NW,10.74,0,0,64.0
2026-02-11 11:00:00,2026,2,11,11,-16,-3.0,1029.0,cv,0.89,0,0,73.0
2026-02-11 12:00:00,2026,2,11,12,-16,-2.0,1028.0,cv,1.78,0,0,90.0
2026-02-11 13:00:00,2026,2,11,13,-16,-1.0,1027.0,SE,1.79,0,0,103.0
2026-02-11 14:00:00,2026,2,11,14,-17,0.0,1026.0,cv,3.13,0,0,126.0
2026-02-11 15:00:00,2026,2,11,15,-17,1.0,1026.0,SE,4.02,0,0,146.0
2026-02-11 16:00:00,2026,2,11,16,-17,1.0,1025.0,SE,8.04,0,0,143.0
2026-02-11 17:00:00,2026,2,11,17,-17,0.0,1025.0,SE,12.06,0,0,135.0
2026-02-11 18:00:00,2026,2,11,18,-15,-1.0,1026.0,SE,13.85,0,0,188.0
2026-02-11 19:00:00,2026,2,11,19,-13,-2.0,1027.0,SE,15.64,0,0,221.0
2026-02-11 20:00:00,2026,2,11,20,-13,-5.0,1027.0,cv,0.89,0,0,203.0
2026-02-11 21:00:00,2026,2,11,21,-12,-5.0,1028.0,cv,1.78,0,0,204.0
2026-02-11 22:00:00,2026,2,11,22,-13,-7.0,1028.0,NE,0.89,0,0,184.0
2026-02-11 23:00:00,2026,2,11,23,-13,-7.0,1029.0,cv,0.89,0,0,177.0
2026-02-12 00:00:00,2026,2,12,0,-13,-8.0,1029.0,NE,0.89,0,0,220.0
2026-02-12 01:00:00,2026,2,12,1,-14,-10.0,1029.0,NE,1.78,0,0,268.0
2026-02-12 02:00:00,2026,2,12,2,-16,-10.0,1030.0,NW,3.13,0,0,255.0
2026-02-12 03:00:00,2026,2,12,3,-15,-10.0,1030.0,NW,6.26,0,0,241.0
2026-02-12 04:00:00,2026,2,12,4,-14,-9.0,1030.0,NW,9.39,0,0,181.0
2026-02-12 05:00:00,2026,2,12,5,-14,-8.0,1031.0,NW,12.52,0,0,146.0
2026-02-12 06:00:00,2026,2,12,6,-16,-9.0,1031.0,NW,15.65,0,0,141.0
2026-02-12 07:00:00,2026,2,12,7,-14,-7.0,1032.0,NW,20.57,0,0,136.0
2026-02-12 08:00:00,2026,2,12,8,-14,-7.0,1033.0,NW,24.59,0,0,124.0
2026-02-12 09:00:00,2026,2,12,9,-18,-3.0,1034.0,NE,3.13,0,0,87.0
2026-02-12 10:00:00,2026,2,12,10,-18,0.0,1034.0,NE,4.92,0,0,66.0
2026-02-12 11:00:00,2026,2,12,11,-22,1.0,1034.0,NE,8.05,0,0,44.0
2026-02-12 12:00:00,2026,2,12,12,-23,2.0,1033.0,NE,11.18,0,0,36.0
2026-02-12 13:00:00,2026,2,12,13,-22,4.0,1033.0,SE,1.79,0,0,39.0
2026-02-12 14:00:00,2026,2,12,14,-21,4.0,1032.0,SE,3.58,0,0,55.0
2026-02-12 15:00:00,2026,2,12,15,-20,4.0,1031.0,cv,1.79,0,0,114.0
2026-02-12 16:00:00,2026,2,12,16,-20,3.0,1032.0,SE,3.13,0,0,100.0
2026-02-12 17:00:00,2026,2,12,17,-19,2.0,1032.0,SE,6.26,0,0,95.0
2026-02-12 18:00:00,2026,2,12,18,-19,2.0,1032.0,SE,9.39,0,0,162.0
2026-02-12 19:00:00,2026,2,12,19,-15,1.0,1033.0,SE,13.41,0,0,237.0
2026-02-12 20:00:00,2026,2,12,20,-15,0.0,1034.0,SE,15.2,0,0,229.0
2026-02-12 21:00:00,2026,2,12,21,-12,-1.0,1035.0,SE,18.33,0,0,175.0
2026-02-12 22:00:00,2026,2,12,22,-12,-2.0,1035.0,SE,21.46,0,0,150.0
2026-02-12 23:00:00,2026,2,12,23,-9,-3.0,1036.0,SE,24.59,0,0,145.0
2026-02-13 00:00:00,2026,2,13,0,-8,-3.0,1036.0,SE,28.61,0,0,268.0
2026-02-13 01:00:00,2026,2,13,1,-9,-4.0,1036.0,SE,32.63,0,0,237.0
2026-02-13 02:00:00,2026,2,13,2,-10,-4.0,1037.0,SE,35.76,0,0,208.0
2026-02-13 03:00:00,2026,2,13,3,-10,-3.0,1037.0,SE,37.55,0,0,193.0
2026-02-13 04:00:00,2026,2,13,4,-11,-3.0,1037.0,SE,40.68,0,0,175.0
2026-02-13 05:00:00,2026,2,13,5,-11,-3.0,1037.0,SE,42.47,0,0,160.0
2026-02-13 06:00:00,2026,2,13,6,-12,-3.0,1037.0,SE,45.6,0,0,176.0
2026-02-13 07:00:00,2026,2,13,7,-12,-3.0,1037.0,SE,48.73,0,0,181.0
2026-02-13 08:00:00,2026,2,13,8,-13,-3.0,1037.0,SE,51.86,0,0,185.0
2026-02-13 09:00:00,2026,2,13,9,-12,-3.0,1038.0,SE,53.65,1,0,198.0
2026-02-13 10:00:00,2026,2,13,10,-11,-3.0,1038.0,SE,57.67,2,0,205.0
2026-02-13 11:00:00,2026,2,13,11,-11,-2.0,1037.0,SE,61.69,0,0,206.0
2026-02-13 12:00:00,2026,2,13,12,-12,-2.0,1036.0,SE,64.82,0,0,214.0
2026-02-13 13:00:00,2026,2,13,13,-10,0.0,1035.0,SE,66.61,0,0,214.0
2026-02-13 14:00:00,2026,2,13,14,-10,0.0,1034.0,SE,68.4,0,0,204.0
2026-02-13 15:00:00,2026,2,13,15,-10,0.0,1033.0,SE,71.53,0,0,208.0
2026-02-13 16:00:00,2026,2,13,16,-10,0.0,1032.0,SE,74.66,0,0,200.0
2026-02-13 17:00:00,2026,2,13,17,-10,0.0,1032.0,SE,76.45,0,0,197.0
2026-02-13 18:00:00,2026,2,13,18,-11,-1.0,1032.0,SE,78.24,0,0,220.0
2026-02-13 19:00:00,2026,2,13,19,-11,-2.0,1032.0,cv,0.89,0,0,236.0
2026-02-13 20:00:00,2026,2,13,20,-10,-3.0,1032.0,NE,1.79,0,0,239.0
2026-02-13 21:00:00,2026,2,13,21,-10,-3.0,1032.0,NE,3.58,0,0,250.0
2026-02-13 22:00:00,2026,2,13,22,-10,-2.0,1031.0,NE,5.37,0,0,243.0
2026-02-13 23:00:00,2026,2,13,23,-10,-3.0,1031.0,NE,6.26,0,0,251.0
2026-02-14 00:00:00,2026,2,14,0,-10,-4.0,1031.0,NE,7.15,0,0,263.0
2026-02-14 01:00:00,2026,2,14,1,-10,-5.0,1030.0,cv,0.89,0,0,262.0
2026-02-14 02:00:00,2026,2,14,2,-11,-7.0,1029.0,NE,0.89,0,0,261.0
2026-02-14 03:00:00,2026,2,14,3,-11,-7.0,1029.0,NE,1.78,0,0,276.0
2026-02-14 04:00:00,2026,2,14,4,-11,-8.0,1028.0,SE,0.89,0,0,264.0
2026-02-14 05:00:00,2026,2,14,5,-11,-8.0,1028.0,NW,0.89,0,0,259.0
2026-02-14 06:00:00,2026,2,14,6,-11,-8.0,1028.0,NW,2.68,0,0,250.0
2026-02-14 07:00:00,2026,2,14,7,-11,-9.0,1028.0,NW,4.47,0,0,235.0
2026-02-14 08:00:00,2026,2,14,8,-10,-7.0,1028.0,cv,0.89,0,0,222.0
2026-02-14 09:00:00,2026,2,14,9,-8,-4.0,1028.0,NE,0.89,0,0,206.0
2026-02-14 10:00:00,2026,2,14,10,-7,-2.0,1028.0,cv,0.89,0,0,205.0
2026-02-14 11:00:00,2026,2,14,11,-7,-1.0,1027.0,cv,1.78,0,0,196.0
2026-02-14 12:00:00,2026,2,14,12,-8,0.0,1027.0,cv,2.67,0,0,218.0
2026-02-14 13:00:00,2026,2,14,13,-8,1.0,1025.0,cv,4.46,0,0,234.0
2026-02-14 14:00:00,2026,2,14,14,-8,2.0,1024.0,cv,5.35,0,0,264.0
2026-02-14 15:00:00,2026,2,14,15,-9,2.0,1024.0,SE,1.79,0,0,272.0
2026-02-14 16:00:00,2026,2,14,16,-9,3.0,1023.0,cv,0.89,0,0,307.0
2026-02-14 17:00:00,2026,2,14,17,-9,2.0,1024.0,cv,1.78,0,0,323.0
2026-02-14 18:00:00,2026,2,14,18,-8,1.0,1024.0,cv,2.23,0,0,311.0
2026-02-14 19:00:00,2026,2,14,19,-8,-2.0,1024.0,cv,2.68,0,0,327.0
2026-02-14 20:00:00,2026,2,14,20,-7,-2.0,1024.0,SE,0.89,0,0,362.0
2026-02-14 21:00:00,2026,2,14,21,-8,-4.0,1024.0,NW,1.79,0,0,487.0
2026-02-14 22:00:00,2026,2,14,22,-8,-4.0,1025.0,NE,0.89,0,0,436.0
2026-02-14 23:00:00,2026,2,14,23,-8,-4.0,1025.0,cv,0.45,0,0,436.0
2026-02-15 00:00:00,2026,2,15,0,-8,-5.0,1025.0,NW,0.89,0,0,579.0
2026-02-15 01:00:00,2026,2,15,1,-8,-5.0,1024.0,cv,0.89,0,0,649.0
2026-02-15 02:00:00,2026,2,15,2,-9,-6.0,1024.0,NW,1.79,0,0,457.0
2026-02-15 03:00:00,2026,2,15,3,-9,-6.0,1024.0,NW,3.58,0,0,466.0
2026-02-15 04:00:00,2026,2,15,4,-9,-6.0,1024.0,NW,5.37,0,0,408.0
2026-02-15 05:00:00,2026,2,15,5,-8,-5.0,1024.0,NW,7.16,0,0,344.0
2026-02-15 06:00:00,2026,2,15,6,-8,-4.0,1024.0,NW,8.95,0,0,322.0
2026-02-15 07:00:00,2026,2,15,7,-9,-5.0,1025.0,NW,10.74,0,0,287.0
2026-02-15 08:00:00,2026,2,15,8,-9,-4.0,1025.0,NE,0.89,0,0,319.0
2026-02-15 09:00:00,2026,2,15,9,-7,-3.0,1026.0,cv,0.45,0,0,282.0
2026-02-15 10:00:00,2026,2,15,10,-6,0.0,1026.0,NW,1.79,0,0,277.0
2026-02-15 11:00:00,2026,2,15,11,-8,1.0,1025.0,SE,1.79,0,0,277.0
2026-02-15 12:00:00,2026,2,15,12,-8,1.0,1025.0,SE,3.58,0,0,279.0
2026-02-15 13:00:00,2026,2,15,13,-8,3.0,1024.0,SE,5.37,0,0,327.0
2026-02-15 14:00:00,2026,2,15,14,-8,3.0,1024.0,SE,7.16,0,0,348.0
2026-02-15 15:00:00,2026,2,15,15,-8,4.0,1023.0,SE,8.95,0,0,418.0
2026-02-15 16:00:00,2026,2,15,16,-8,4.0,1023.0,cv,0.89,0,0,423.0
2026-02-15 17:00:00,2026,2,15,17,-8,3.0,1024.0,SE,1.79,0,0,366.0
2026-02-15 18:00:00,2026,2,15,18,-8,2.0,1024.0,cv,0.89,0,0,338.0
2026-02-15 19:00:00,2026,2,15,19,-7,-1.0,1024.0,cv,1.34,0,0,347.0
2026-02-15 20:00:00,2026,2,15,20,-7,-2.0,1024.0,cv,2.23,0,0,336.0
2026-02-15 21:00:00,2026,2,15,21,-8,-4.0,1025.0,cv,3.12,0,0,351.0
2026-02-15 22:00:00,2026,2,15,22,-7,-4.0,1025.0,cv,4.01,0,0,353.0
2026-02-15 23:00:00,2026,2,15,23,-8,-4.0,1025.0,NW,1.79,0,0,375.0
2026-02-16 00:00:00,2026,2,16,0,-7,-3.0,1026.0,NW,3.58,0,0,382.0
2026-02-16 01:00:00,2026,2,16,1,-8,-5.0,1026.0,NW,6.71,0,0,393.0
2026-02-16 02:00:00,2026,2,16,2,-8,-4.0,1026.0,NW,8.5,0,0,388.0
2026-02-16 03:00:00,2026,2,16,3,-8,-5.0,1026.0,NW,10.29,0,0,376.0
2026-02-16 04:00:00,2026,2,16,4,-9,-5.0,1026.0,NW,14.31,0,0,382.0
2026-02-16 05:00:00,2026,2,16,5,-8,-4.0,1027.0,NW,18.33,0,0,362.0
2026-02-16 06:00:00,2026,2,16,6,-8,-4.0,1028.0,NW,21.46,0,0,345.0
2026-02-16 07:00:00,2026,2,16,7,-10,-6.0,1028.0,NW,24.59,0,0,328.0
2026-02-16 08:00:00,2026,2,16,8,-9,-4.0,1029.0,NW,27.72,0,0,323.0
2026-02-16 09:00:00,2026,2,16,9,-6,-1.0,1030.0,NW,29.51,0,0,297.0
2026-02-16 10:00:00,2026,2,16,10,-13,4.0,1030.0,NW,31.3,0,0,280.0
2026-02-16 11:00:00,2026,2,16,11,-11,3.0,1031.0,SE,1.79,0,0,267.0
2026-02-16 12:00:00,2026,2,16,12,-15,6.0,1030.0,cv,0.89,0,0,259.0
2026-02-16 13:00:00,2026,2,16,13,-15,7.0,1030.0,cv,2.68,0,0,177.0
2026-02-16 14:00:00,2026,2,16,14,-16,7.0,1029.0,SE,1.79,0,0,161.0
2026-02-16 15:00:00,2026,2,16,15,-15,7.0,1029.0,SE,3.58,0,0,120.0
2026-02-16 16:00:00,2026,2,16,16,-12,6.0,1029.0,SE,7.6,0,0,185.0
2026-02-16 17:00:00,2026,2,16,17,-11,5.0,1029.0,SE,9.39,0,0,211.0
2026-02-16 18:00:00,2026,2,16,18,-8,4.0,1030.0,SE,13.41,0,0,169.0
2026-02-16 19:00:00,2026,2,16,19,-8,3.0,1030.0,SE,17.43,0,0,242.0
2026-02-16 20:00:00,2026,2,16,20,-6,3.0,1031.0,SE,20.56,0,0,247.0
2026-02-16 21:00:00,2026,2,16,21,-6,2.0,1032.0,SE,22.35,0,0,238.0
2026-02-16 22:00:00,2026,2,16,22,-7,1.0,1033.0,SE,24.14,0,0,225.0
2026-02-16 23:00:00,2026,2,16,23,-7,1.0,1033.0,SE,25.93,0,0,216.0
2026-02-17 00:00:00,2026,2,17,0,-7,0.0,1033.0,cv,0.89,0,0,165.0
2026-02-17 01:00:00,2026,2,17,1,-9,0.0,1033.0,SE,3.13,0,0,142.0
2026-02-17 02:00:00,2026,2,17,2,-7,0.0,1034.0,SE,4.02,0,0,136.0
2026-02-17 03:00:00,2026,2,17,3,-8,-2.0,1034.0,SE,5.81,0,0,117.0
2026-02-17 04:00:00,2026,2,17,4,-9,-3.0,1034.0,cv,0.89,0,0,119.0
2026-02-17 05:00:00,2026,2,17,5,-10,-3.0,1034.0,NE,0.89,0,0,52.0
2026-02-17 06:00:00,2026,2,17,6,-9,-3.0,1034.0,NW,1.79,0,0,46.0
2026-02-17 07:00:00,2026,2,17,7,-10,-2.0,1035.0,cv,0.89,0,0,53.0
2026-02-17 08:00:00,2026,2,17,8,-9,-1.0,1036.0,SE,0.89,0,0,67.0
2026-02-17 09:00:00,2026,2,17,9,-10,1.0,1037.0,cv,0.89,0,0,70.0
2026-02-17 10:00:00,2026,2,17,10,-16,3.0,1037.0,SE,3.13,0,0,61.0
2026-02-17 11:00:00,2026,2,17,11,-17,3.0,1037.0,SE,7.15,0,0,78.0
2026-02-17 12:00:00,2026,2,17,12,-17,4.0,1036.0,SE,10.28,0,0,88.0
2026-02-17 13:00:00,2026,2,17,13,-18,5.0,1035.0,SE,12.07,0,0,75.0
2026-02-17 14:00:00,2026,2,17,14,-18,5.0,1034.0,SE,15.2,0,0,73.0
2026-02-17 15:00:00,2026,2,17,15,-19,5.0,1034.0,SE,16.99,0,0,79.0
2026-02-17 16:00:00,2026,2,17,16,-19,5.0,1034.0,SE,20.12,0,0,67.0
2026-02-17 17:00:00,2026,2,17,17,-19,4.0,1033.0,SE,23.25,0,0,73.0
2026-02-17 18:00:00,2026,2,17,18,-18,1.0,1033.0,SE,26.38,0,0,71.0
2026-02-17 19:00:00,2026,2,17,19,-17,1.0,1034.0,SE,28.17,0,0,66.0
2026-02-17 20:00:00,2026,2,17,20,-15,1.0,1035.0,SE,33.09,0,0,66.0
2026-02-17 21:00:00,2026,2,17,21,-14,0.0,1036.0,SE,37.11,0,0,75.0
2026-02-17 22:00:00,2026,2,17,22,-15,-2.0,1036.0,SE,41.13,0,0,59.0
2026-02-17 23:00:00,2026,2,17,23,-13,-1.0,1036.0,SE,45.15,0,0,41.0
2026-02-18 00:00:00,2026,2,18,0,-13,-2.0,1036.0,SE,48.28,0,0,45.0
2026-02-18 01:00:00,2026,2,18,1,-12,-3.0,1036.0,SE,49.17,0,0,28.0
2026-02-18 02:00:00,2026,2,18,2,-12,-3.0,1035.0,SE,50.96,0,0,27.0
2026-02-18 03:00:00,2026,2,18,3,-12,-4.0,1035.0,cv,0.89,0,0,27.0
2026-02-18 04:00:00,2026,2,18,4,-12,-4.0,1034.0,SE,1.79,0,0,46.0
2026-02-18 05:00:00,2026,2,18,5,-13,-4.0,1035.0,SE,3.58,0,0,65.0
2026-02-18 06:00:00,2026,2,18,6,-13,-4.0,1034.0,SE,5.37,0,0,60.0
2026-02-18 07:00:00,2026,2,18,7,-13,-4.0,1035.0,SE,7.16,0,0,54.0
2026-02-18 08:00:00,2026,2,18,8,-12,-3.0,1035.0,SE,8.95,0,0,63.0
2026-02-18 09:00:00,2026,2,18,9,-12,-3.0,1035.0,SE,12.97,0,0,71.0
2026-02-18 10:00:00,2026,2,18,10,-12,-2.0,1034.0,SE,16.1,0,0,69.0
2026-02-18 11:00:00,2026,2,18,11,-11,0.0,1034.0,SE,19.23,0,0,76.0
2026-02-18 12:00:00,2026,2,18,12,-12,1.0,1033.0,SE,22.36,0,0,82.0
2026-02-18 13:00:00,2026,2,18,13,-12,2.0,1031.0,SE,26.38,0,0,63.0
2026-02-18 14:00:00,2026,2,18,14,-12,2.0,1030.0,SE,30.4,0,0,63.0
2026-02-18 15:00:00,2026,2,18,15,-12,2.0,1029.0,SE,34.42,0,0,63.0
2026-02-18 16:00:00,2026,2,18,16,-12,2.0,1029.0,SE,37.55,0,0,64.0
2026-02-18 17:00:00,2026,2,18,17,-12,2.0,1028.0,SE,40.68,0,0,
2026-02-18 18:00:00,2026,2,18,18,-12,0.0,1028.0,SE,42.47,0,0,88.0
2026-02-18 19:00:00,2026,2,18,19,-11,-1.0,1029.0,cv,0.89,0,0,80.0
2026-02-18 20:00:00,2026,2,18,20,-10,-2.0,1029.0,SE,0.89,0,0,89.0
2026-02-18 21:00:00,2026,2,18,21,-11,-1.0,1029.0,NE,1.79,0,0,93.0
2026-02-18 22:00:00,2026,2,18,22,-11,-1.0,1030.0,SE,1.79,0,0,104.0
2026-02-18 23:00:00,2026,2,18,23,-11,-2.0,1029.0,SE,2.68,1,0,123.0
2026-02-19 00:00:00,2026,2,19,0,-11,-2.0,1029.0,NE,1.79,0,0,118.0
2026-02-19 01:00:00,2026,2,19,1,-11,-3.0,1029.0,NE,3.58,0,0,116.0
2026-02-19 02:00:00,2026,2,19,2,-11,-3.0,1029.0,SE,0.89,0,0,125.0
2026-02-19 03:00:00,2026,2,19,3,-11,-5.0,1028.0,NW,1.79,0,0,119.0
2026-02-19 04:00:00,2026,2,19,4,-11,-5.0,1028.0,cv,0.89,0,0,120.0
2026-02-19 05:00:00,2026,2,19,5,-12,-7.0,1028.0,NW,3.13,0,0,122.0
2026-02-19 06:00:00,2026,2,19,6,-11,-6.0,1029.0,cv,0.89,0,0,122.0
2026-02-19 07:00:00,2026,2,19,7,-12,-8.0,1029.0,cv,1.78,0,0,112.0
2026-02-19 08:00:00,2026,2,19,8,-10,-7.0,1030.0,NW,1.79,0,0,108.0
2026-02-19 09:00:00,2026,2,19,9,-8,0.0,1030.0,NW,4.92,0,0,103.0
2026-02-19 10:00:00,2026,2,19,10,-13,2.0,1031.0,NW,8.05,0,0,89.0
2026-02-19 11:00:00,2026,2,19,11,-15,3.0,1030.0,NW,9.84,0,0,58.0
2026-02-19 12:00:00,2026,2,19,12,-17,4.0,1029.0,NE,1.79,0,0,38.0
2026-02-19 13:00:00,2026,2,19,13,-17,5.0,1028.0,NW,1.79,0,0,19.0
2026-02-19 14:00:00,2026,2,19,14,-17,5.0,1027.0,cv,0.89,0,0,22.0
2026-02-19 15:00:00,2026,2,19,15,-18,6.0,1027.0,NE,1.79,0,0,18.0
2026-02-19 16:00:00,2026,2,19,16,-19,5.0,1027.0,SE,3.13,0,0,14.0
2026-02-19 17:00:00,2026,2,19,17,-18,5.0,1027.0,SE,7.15,0,0,16.0
2026-02-19 18:00:00,2026,2,19,18,-17,2.0,1027.0,SE,8.94,0,0,15.0
2026-02-19 19:00:00,2026,2,19,19,-15,1.0,1028.0,SE,12.96,0,0,34.0
2026-02-19 20:00:00,2026,2,19,20,-11,-1.0,1029.0,SE,16.98,0,0,39.0
2026-02-19 21:00:00,2026,2,19,21,-12,-2.0,1029.0,SE,20.11,0,0,89.0
2026-02-19 22:00:00,2026,2,19,22,-8,0.0,1030.0,SE,25.03,0,0,124.0
2026-02-19 23:00:00,2026,2,19,23,-9,-2.0,1030.0,SE,26.82,0,0,142.0
2026-02-20 00:00:00,2026,2,20,0,-7,-2.0,1030.0,SE,29.95,0,0,152.0
2026-02-20 01:00:00,2026,2,20,1,-7,-3.0,1030.0,SE,31.74,0,0,156.0
2026-02-20 02:00:00,2026,2,20,2,-7,-4.0,1030.0,SE,33.53,0,0,152.0
